airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,19:10:00,1365,1 ,No info,13067
Indigo,2019-06-21,Banglore,Delhi,08:30:00,11:20:00,170,0,No info,4823
Indigo,2019-05-09,Delhi,Cochin,20:25:00,01:30:00,305,1 ,No info,7255
Vistara,2019-04-03,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,5403
Indigo,2019-06-01,Banglore,Delhi,21:15:00,00:15:00,180,0,No info,3943
Air India,2019-03-21,Delhi,Cochin,06:50:00,19:15:00,2185,2 ,No info,10756
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1695,1 ,In-flight meal not included,7064
Air India,2019-06-24,Delhi,Cochin,18:45:00,19:15:00,1470,2 ,No info,11732
Spicejet,2019-04-09,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,14:25:00,1730,1 ,No info,11467
Indigo,2019-05-21,Chennai,Kolkata,07:55:00,10:15:00,140,0,No info,3850
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:00:00,690,1 ,No info,10877
Air India,2019-05-21,Delhi,Cochin,14:05:00,17:55:00,230,0,No info,6094
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,155,0,No info,5088
Indigo,2019-03-03,Banglore,New Delhi,13:00:00,15:50:00,170,0,No info,12649
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,22:35:00,365,1 ,In-flight meal not included,9899
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,19:10:00,1365,1 ,No info,13067
Air India,2019-06-09,Kolkata,Banglore,10:00:00,20:25:00,625,1 ,No info,10413
Spicejet,2019-05-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,3873
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1 ,In-flight meal not included,9899
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,21:00:00,480,1 ,No info,7888
Air India,2019-05-15,Kolkata,Banglore,09:25:00,21:50:00,745,1 ,No info,8366
Indigo,2019-04-01,Kolkata,Banglore,15:10:00,20:30:00,320,1 ,No info,8567
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,10:55:00,1075,1 ,No info,14151
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,4174
Spicejet,2019-05-18,Kolkata,Banglore,14:55:00,17:25:00,150,0,No check-in baggage included,3841
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2 ,In-flight meal not included,13029
Indigo,2019-03-21,Delhi,Cochin,07:20:00,12:30:00,310,1 ,No info,6388
Indigo,2019-03-15,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No info,4049
Goair,2019-03-15,Banglore,New Delhi,20:55:00,23:50:00,175,0,No info,8722
Air India,2019-05-21,Kolkata,Banglore,12:00:00,11:10:00,1390,2 ,No info,10676
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,23:25:00,1660,1 ,No info,13759
Air Asia,2019-05-01,Kolkata,Banglore,07:35:00,23:30:00,955,1 ,No info,5192
Air India,2019-06-03,Delhi,Cochin,16:55:00,19:15:00,1580,2 ,No info,13381
Indigo,2019-06-27,Delhi,Cochin,16:00:00,21:00:00,300,1 ,No info,6069
Jet Airways,2019-05-21,Delhi,Cochin,20:00:00,04:25:00,505,2 ,In-flight meal not included,15318
Air Asia,2019-05-21,Kolkata,Banglore,07:35:00,23:30:00,955,1 ,No info,5192
Jet Airways,2019-05-15,Banglore,Delhi,06:00:00,08:45:00,165,0,No info,7229
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1 ,In-flight meal not included,8401
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,21:00:00,725,1 ,No info,15147
Air India,2019-03-21,Delhi,Cochin,17:45:00,23:00:00,315,1 ,No info,5704
Air India,2019-03-09,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,4960
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,18:50:00,1550,1 ,No info,9345
Multiple Carriers,2019-06-12,Delhi,Cochin,11:35:00,01:30:00,835,3 ,No info,15419
Indigo,2019-06-27,Delhi,Cochin,06:40:00,21:00:00,860,1 ,No info,6093
Air India,2019-06-06,Kolkata,Banglore,17:30:00,20:25:00,1615,1 ,No info,10413
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,16:20:00,1575,1 ,In-flight meal not included,10844
Multiple Carriers,2019-03-06,Delhi,Cochin,11:30:00,19:15:00,465,1 ,In-flight meal not included,15342
Multiple Carriers,2019-05-21,Delhi,Cochin,07:00:00,19:00:00,720,1 ,No info,10197
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,10:55:00,1520,1 ,No info,14151
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,19:45:00,1530,1 ,No info,17024
Indigo,2019-04-21,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4804
Spicejet,2019-05-18,Kolkata,Banglore,15:55:00,21:25:00,330,1 ,No info,8224
Multiple Carriers,2019-03-09,Delhi,Cochin,09:45:00,16:10:00,385,1 ,No info,8386
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,04:25:00,805,1 ,In-flight meal not included,6017
Spicejet,2019-05-03,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,4991
Air India,2019-05-27,Delhi,Cochin,05:15:00,19:15:00,2280,3 ,No info,10493
Vistara,2019-05-18,Kolkata,Banglore,20:20:00,18:50:00,1350,1 ,No info,9555
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,19:50:00,1430,1 ,No info,14388
Air India,2019-06-27,Delhi,Cochin,17:15:00,19:15:00,1560,2 ,No info,12199
Indigo,2019-05-18,Delhi,Cochin,06:50:00,22:30:00,940,1 ,No info,7144
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2 ,No info,13882
Air India,2019-03-12,Banglore,New Delhi,08:50:00,10:15:00,1525,2 ,No info,12778
Indigo,2019-04-24,Kolkata,Banglore,15:15:00,20:05:00,290,1 ,No info,4565
Spicejet,2019-03-01,Kolkata,Banglore,17:15:00,19:45:00,150,0,No info,5515
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,395,1 ,In-flight meal not included,12898
Air India,2019-06-03,Delhi,Cochin,10:55:00,07:40:00,1245,2 ,No info,11753
Multiple Carriers,2019-03-21,Delhi,Cochin,11:40:00,18:50:00,430,1 ,No info,11999
Jet Airways,2019-06-18,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,6478
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,08:15:00,945,1 ,In-flight meal not included,8586
Vistara,2019-06-01,Delhi,Cochin,14:40:00,17:50:00,190,0,No info,6741
Multiple Carriers,2019-06-03,Delhi,Cochin,09:45:00,22:30:00,765,1 ,No info,9646
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,16:20:00,590,1 ,No info,14571
Air India,2019-05-03,Mumbai,Hyderabad,15:00:00,16:25:00,85,0,No info,3100
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1 ,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,16:20:00,590,1 ,In-flight meal not included,10844
Jet Airways,2019-05-21,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
Air India,2019-04-01,Kolkata,Banglore,20:30:00,12:00:00,930,1 ,No info,7893
Indigo,2019-05-03,Chennai,Kolkata,14:45:00,17:05:00,140,0,No info,3858
Air India,2019-03-03,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,7931
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2 ,No info,11774
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1 ,In-flight meal not included,9663
Goair,2019-06-03,Delhi,Cochin,07:00:00,12:55:00,355,1 ,No info,4959
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,10:45:00,300,1 ,No info,52229
Indigo,2019-03-06,Kolkata,Banglore,15:10:00,17:45:00,155,0,No info,5618
Spicejet,2019-05-24,Kolkata,Banglore,11:35:00,18:50:00,435,1 ,No info,8479
Air Asia,2019-03-24,Kolkata,Banglore,07:35:00,19:25:00,710,1 ,No info,6785
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,09:45:00,1450,1 ,No info,14151
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,19:00:00,360,1 ,In-flight meal not included,10262
Indigo,2019-04-27,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,04:40:00,450,1 ,No info,14178
Jet Airways,2019-06-27,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No info,8040
Indigo,2019-03-21,Delhi,Cochin,14:20:00,22:20:00,480,1 ,No info,6528
Vistara,2019-04-01,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,5403
Indigo,2019-06-06,Kolkata,Banglore,09:35:00,12:10:00,155,0,No info,4804
Vistara,2019-03-21,Banglore,New Delhi,06:40:00,21:55:00,915,1 ,No info,6065
Jet Airways,2019-06-15,Delhi,Cochin,17:30:00,04:25:00,655,1 ,In-flight meal not included,10262
Jet Airways,2019-04-01,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4544
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:00:00,690,1 ,No info,12524
Jet Airways,2019-06-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No info,5678
Multiple Carriers,2019-03-21,Delhi,Cochin,08:25:00,18:50:00,625,1 ,No info,13069
Goair,2019-04-24,Delhi,Cochin,07:25:00,13:35:00,370,1 ,No info,4692
Indigo,2019-04-24,Delhi,Cochin,04:55:00,21:00:00,965,1 ,No info,6162
Air India,2019-06-27,Delhi,Cochin,17:40:00,23:00:00,320,1 ,No info,7174
Spicejet,2019-03-18,Banglore,New Delhi,05:45:00,08:35:00,170,0,No check-in baggage included,4273
Multiple Carriers,2019-06-27,Delhi,Cochin,11:30:00,19:15:00,465,1 ,No info,14848
Spicejet,2019-03-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3807
Jet Airways,2019-04-01,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:00:00,16:50:00,1610,1 ,No info,19595
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,23:25:00,1625,1 ,No info,8085
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2 ,No info,11360
Indigo,2019-04-03,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,3419
Jet Airways,2019-06-09,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,8016
Indigo,2019-04-06,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,4423
Air India,2019-05-27,Delhi,Cochin,09:45:00,23:00:00,795,1 ,No info,8907
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,01:35:00,755,1 ,No info,6673
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,18:15:00,1400,1 ,In-flight meal not included,10844
Vistara,2019-06-09,Delhi,Cochin,14:40:00,17:50:00,190,0,No info,6216
Air India,2019-05-09,Delhi,Cochin,20:40:00,09:25:00,765,1 ,No info,7480
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,04:25:00,970,2 ,No info,14300
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,19:00:00,1325,1 ,In-flight meal not included,10262
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,19:00:00,780,1 ,No info,11264
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,04:25:00,1570,1 ,In-flight meal not included,12373
Indigo,2019-06-06,Delhi,Cochin,07:30:00,21:00:00,810,1 ,No info,6093
Spicejet,2019-03-18,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,No check-in baggage included,2385
Air India,2019-03-24,Banglore,New Delhi,06:10:00,08:55:00,165,0,No info,3758
Jet Airways,2019-03-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No info,8040
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,14:25:00,1285,1 ,In-flight meal not included,9314
Multiple Carriers,2019-05-18,Delhi,Cochin,12:50:00,01:30:00,760,1 ,No info,7670
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,1210,2 ,No info,11642
Air India,2019-05-18,Kolkata,Banglore,09:25:00,07:55:00,1350,1 ,No info,8366
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,04:25:00,450,1 ,In-flight meal not included,12898
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,04:40:00,450,1 ,In-flight meal not included,8586
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,19:50:00,800,1 ,No info,14571
Multiple Carriers,2019-05-27,Delhi,Cochin,07:00:00,21:00:00,840,1 ,No info,7618
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,22:30:00,925,1 ,No info,9646
Goair,2019-05-21,Banglore,Delhi,07:45:00,10:40:00,175,0,No info,5048
Indigo,2019-06-27,Delhi,Cochin,17:30:00,01:30:00,480,1 ,No info,5684
Air India,2019-06-27,Delhi,Cochin,16:55:00,19:15:00,1580,2 ,No info,13591
Jet Airways,2019-06-24,Mumbai,Hyderabad,08:45:00,10:15:00,90,0,In-flight meal not included,4995
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,10:05:00,910,1 ,In-flight meal not included,9663
Vistara,2019-05-15,Banglore,Delhi,11:30:00,14:20:00,170,0,No info,4668
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2 ,No info,12347
Air Asia,2019-05-09,Delhi,Cochin,20:45:00,07:10:00,625,1 ,No info,6751
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35:00,1615,2 ,In-flight meal not included,10368
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,23:35:00,1720,1 ,In-flight meal not included,8529
Indigo,2019-03-03,Banglore,New Delhi,19:35:00,00:35:00,300,1 ,No info,13292
Indigo,2019-06-24,Delhi,Cochin,17:05:00,22:15:00,310,1 ,No info,6147
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,12:35:00,810,2 ,No info,15129
Air India,2019-03-12,Mumbai,Hyderabad,01:35:00,14:50:00,795,2 ,No info,9977
Air India,2019-05-27,Banglore,Delhi,13:20:00,16:10:00,170,0,No info,5228
Air India,2019-03-21,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4435
Jet Airways,2019-06-03,Delhi,Cochin,09:40:00,12:35:00,1615,2 ,No info,13014
Jet Airways,2019-03-09,Banglore,New Delhi,09:45:00,00:30:00,885,1 ,In-flight meal not included,10562
Air India,2019-03-15,Banglore,New Delhi,05:50:00,22:10:00,980,2 ,No info,10111
Goair,2019-06-01,Delhi,Cochin,14:25:00,19:35:00,310,1 ,No info,10651
Air India,2019-06-09,Kolkata,Banglore,12:00:00,11:10:00,1390,2 ,No info,10151
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,18:50:00,1475,1 ,No info,16289
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,04:25:00,650,2 ,In-flight meal not included,9412
Spicejet,2019-03-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3815
Multiple Carriers,2019-05-18,Delhi,Cochin,10:00:00,01:30:00,930,1 ,No info,8073
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,20:45:00,740,1 ,In-flight meal not included,10844
Indigo,2019-05-12,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,6015
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,18:00:00,1295,1 ,In-flight meal not included,9314
Air Asia,2019-06-03,Delhi,Cochin,16:45:00,22:25:00,340,1 ,No info,11410
Indigo,2019-04-21,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,4591
Spicejet,2019-03-27,Kolkata,Banglore,09:00:00,11:30:00,150,0,No check-in baggage included,3815
Multiple Carriers,2019-05-18,Delhi,Cochin,07:10:00,22:30:00,920,1 ,No info,7740
Air India,2019-03-21,Delhi,Cochin,18:30:00,19:15:00,1485,2 ,No info,10703
Air India,2019-05-15,Delhi,Cochin,13:05:00,09:25:00,1220,2 ,No info,10975
Air India,2019-03-06,Mumbai,Hyderabad,12:45:00,19:25:00,1840,2 ,No info,13253
Air Asia,2019-04-21,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,5645
Indigo,2019-06-03,Kolkata,Banglore,14:25:00,16:55:00,150,0,No info,5644
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,12:35:00,1390,2 ,In-flight meal not included,11150
Indigo,2019-03-27,Delhi,Cochin,02:35:00,08:30:00,355,1 ,No info,7731
Indigo,2019-03-03,Delhi,Cochin,07:35:00,12:00:00,265,1 ,No info,8258
Air India,2019-06-01,Delhi,Cochin,21:00:00,19:15:00,1335,1 ,No info,8582
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,20:20:00,790,1 ,No info,8610
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,20:45:00,1485,1 ,No info,14388
Jet Airways,2019-03-21,Delhi,Cochin,16:00:00,18:50:00,1610,1 ,No info,12557
Indigo,2019-03-18,Chennai,Kolkata,07:55:00,10:15:00,140,0,No info,3850
Multiple Carriers,2019-06-12,Delhi,Cochin,14:00:00,21:00:00,420,1 ,No info,13587
Air India,2019-06-01,Delhi,Cochin,12:30:00,09:25:00,1255,1 ,No info,7480
Multiple Carriers,2019-03-09,Delhi,Cochin,00:20:00,07:40:00,440,1 ,In-flight meal not included,13977
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,19:00:00,300,1 ,In-flight meal not included,10262
Jet Airways,2019-05-09,Delhi,Cochin,20:00:00,04:25:00,505,2 ,No info,16263
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,19:50:00,1430,1 ,In-flight meal not included,10844
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,12:35:00,1595,1 ,In-flight meal not included,10262
Jet Airways,2019-06-21,Mumbai,Hyderabad,08:45:00,10:15:00,90,0,In-flight meal not included,4995
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:10:00,980,2 ,No info,13576
Air India,2019-03-18,Banglore,New Delhi,08:50:00,10:35:00,1545,2 ,No info,11885
Indigo,2019-06-03,Mumbai,Hyderabad,01:40:00,03:10:00,90,0,No info,2754
Indigo,2019-04-18,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4174
Air India,2019-05-24,Kolkata,Banglore,09:25:00,05:25:00,1200,2 ,No info,14897
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,04:45:00,540,1 ,In-flight meal not included,10031
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,21:00:00,480,1 ,No info,13587
Indigo,2019-03-21,Delhi,Cochin,06:40:00,12:00:00,320,1 ,No info,5761
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1 ,In-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1 ,In-flight meal not included,10539
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,20:45:00,400,1 ,In-flight meal not included,9663
Air India,2019-05-01,Kolkata,Banglore,05:50:00,13:15:00,445,2 ,No info,7662
Jet Airways,2019-06-01,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,7229
Indigo,2019-06-27,Delhi,Cochin,08:35:00,22:30:00,835,1 ,No info,6442
Air India,2019-03-03,Banglore,New Delhi,11:05:00,22:10:00,2105,2 ,No info,11948
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:30:00,545,1 ,No info,8891
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660,1 ,In-flight meal not included,10262
Indigo,2019-06-21,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,5000
Goair,2019-03-01,Banglore,New Delhi,15:45:00,20:15:00,270,1 ,No info,12314
Jet Airways,2019-06-06,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,23:25:00,1660,1 ,In-flight meal not included,10031
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1 ,No info,14533
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,14:25:00,1080,1 ,No info,13067
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,21:00:00,480,1 ,No info,6883
Indigo,2019-05-09,Delhi,Cochin,08:35:00,22:30:00,835,1 ,No info,6734
Spicejet,2019-05-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No info,4423
Air India,2019-03-27,Delhi,Cochin,17:40:00,08:15:00,875,1 ,No info,5998
Goair,2019-03-03,Banglore,New Delhi,11:40:00,14:35:00,175,0,No info,7646
Air India,2019-06-12,Delhi,Cochin,12:20:00,19:15:00,1855,2 ,No info,12488
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,14:25:00,1730,1 ,In-flight meal not included,9314
Air Asia,2019-06-27,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,3383
Indigo,2019-03-03,Kolkata,Banglore,05:30:00,08:20:00,170,0,No info,4778
Indigo,2019-05-27,Delhi,Cochin,15:10:00,20:00:00,290,1 ,No info,5912
Multiple Carriers,2019-05-09,Delhi,Cochin,08:30:00,19:15:00,645,1 ,No info,8099
Indigo,2019-05-03,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4591
Air India,2019-05-06,Delhi,Cochin,22:00:00,19:15:00,1275,2 ,No info,11701
Spicejet,2019-03-27,Chennai,Kolkata,08:20:00,10:35:00,135,0,No info,3384
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,01:30:00,840,1 ,No info,15078
Air India,2019-03-03,Delhi,Cochin,12:30:00,09:25:00,1255,1 ,No info,16142
Goair,2019-05-24,Kolkata,Banglore,16:40:00,00:15:00,455,1 ,No info,8855
Indigo,2019-03-15,Banglore,New Delhi,13:00:00,15:50:00,170,0,No info,6144
Air India,2019-04-09,Delhi,Cochin,08:00:00,19:15:00,675,1 ,No info,6377
Indigo,2019-04-15,Banglore,Delhi,16:55:00,19:55:00,180,0,No info,4823
Indigo,2019-05-15,Delhi,Cochin,05:05:00,16:10:00,665,1 ,No info,6818
Spicejet,2019-04-24,Delhi,Cochin,08:45:00,13:15:00,270,1 ,No info,4812
Indigo,2019-06-06,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,12:00:00,960,1 ,In-flight meal not included,9663
Air India,2019-06-06,Delhi,Cochin,09:45:00,09:25:00,1420,1 ,No info,7952
Air India,2019-05-09,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No info,3100
Air India,2019-03-09,Banglore,New Delhi,17:00:00,03:40:00,640,1 ,No info,8767
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,09:30:00,640,1 ,No info,13555
Spicejet,2019-06-06,Kolkata,Banglore,11:15:00,18:30:00,435,1 ,No info,10156
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,19:45:00,1440,1 ,In-flight meal not included,5963
Spicejet,2019-03-09,Kolkata,Banglore,09:00:00,11:30:00,150,0,No info,5515
Multiple Carriers,2019-06-01,Delhi,Cochin,13:15:00,22:30:00,555,1 ,No info,9646
Air India,2019-05-06,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No info,3625
Indigo,2019-03-06,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,No info,4784
Indigo,2019-05-12,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No info,4049
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,22:55:00,945,1 ,No info,8295
Indigo,2019-06-03,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,13:15:00,1100,1 ,No info,13817
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,155,0,No info,11913
Indigo,2019-05-03,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
Multiple Carriers,2019-05-18,Delhi,Cochin,17:50:00,01:30:00,460,2 ,No info,19360
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,04:40:00,585,1 ,No info,13731
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1 ,In-flight meal not included,8529
Air India,2019-04-03,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4460
Air India,2019-06-27,Delhi,Cochin,10:55:00,19:15:00,500,2 ,No info,11753
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,19:00:00,450,1 ,In-flight meal not included,12373
Jet Airways,2019-05-06,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
Indigo,2019-03-15,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4148
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,14714
Jet Airways,2019-06-24,Delhi,Cochin,19:15:00,19:00:00,1425,1 ,In-flight meal not included,10262
Indigo,2019-05-18,Delhi,Cochin,02:00:00,07:25:00,325,1 ,No info,7464
Multiple Carriers,2019-06-09,Delhi,Cochin,10:35:00,19:00:00,505,1 ,No info,11098
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,22:35:00,365,1 ,No info,14571
Jet Airways,2019-03-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No info,5678
Air India,2019-05-12,Banglore,Delhi,13:20:00,16:10:00,170,0,No info,6121
Indigo,2019-03-15,Banglore,New Delhi,08:30:00,11:30:00,180,0,No info,6860
Multiple Carriers,2019-06-24,Delhi,Cochin,07:05:00,19:15:00,730,1 ,No info,15058
Air Asia,2019-04-21,Banglore,Delhi,11:10:00,13:55:00,165,0,No info,4483
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,22:35:00,1595,1 ,In-flight meal not included,7064
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,1620,2 ,In-flight meal not included,11507
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,12:35:00,940,1 ,No info,14714
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,19:00:00,715,1 ,No info,18581
Multiple Carriers,2019-06-09,Delhi,Cochin,04:55:00,12:35:00,460,1 ,No info,10877
Indigo,2019-03-06,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,7673
Multiple Carriers,2019-05-09,Delhi,Cochin,08:30:00,19:00:00,630,1 ,No info,9627
Air India,2019-05-15,Delhi,Cochin,18:05:00,21:10:00,185,0,No info,6094
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1 ,In-flight meal not included,12898
